Time,Pitch
8209,397
8210,398
8211,396
8212,397
8213,396
8259,425
8260,426
8261,428
8262,428
8263,428
8264,430
8265,430
8266,430
8267,430
8268,429
8269,429
8270,428
8271,427
8272,427
8273,427
8274,427
8275,427
8276,427
8277,427
8278,427
8279,427
8280,426
8281,425
8282,425
8283,424
8284,421
8417,280
8418,279
8419,278
8420,276
8421,274
8422,273
8423,272
8424,269
8425,268
8426,267
8427,267
8428,264
8429,263
8430,259
8462,400
8463,400
8464,400
8465,400
8466,401
8467,403
8468,404
8469,404
8476,341
8477,342
8478,342
8479,342
8488,341
8489,341
8490,341
8491,341
8492,341
8493,341
8494,341
8495,341
8496,341
8497,341
8498,341
8499,341
8500,341
8501,342
8502,342
8503,342
8504,342
8505,343
8506,343
8507,343
8508,343
8509,343
8510,343
8563,268
8564,268
8565,268
8566,269
8567,269
8568,269
8569,268
8570,268
8571,268
8572,269
8573,269
8574,269
8575,269
8576,268
8577,268
8578,268
8579,268
8580,268
8581,267
8582,267
8583,267
8584,267
8585,267
8586,267
8587,267
8588,267
8589,267
8590,267
8591,267
8592,267
8593,267
8594,267
8595,267
8596,267
8597,268
8598,268
8599,269
8600,269
8601,270
8602,270
8603,270
8758,239
8759,239
8760,239
8761,239
8762,238
8763,238
8764,238
8765,238
8766,238
8767,238
8768,238
8769,239
8770,239
8771,239
8772,239
8773,239
8774,240
8775,240
8776,240
8777,240
8778,241
8779,241
8780,241
8781,242
8782,242
8783,242
8784,242
8785,242
8786,241
8787,240
8788,238
8789,238
8790,238
8791,237
8792,237
8793,237
8794,238
8795,238
8796,239
8797,239
8798,241
8799,240
8800,242
8928,252
8929,255
8930,258
8931,258
8932,257
8933,257
8934,256
8935,257
8936,257
8937,258
8938,258
8939,259
8940,259
8941,259
8942,260
8943,261
8944,261
8945,262
8946,263
8959,265
8960,264
8961,264
8962,261
8963,259
8964,257
8965,256
8966,254
8967,253
8968,253
8969,252
8970,251
8971,250
8972,249
8973,248
8974,246
8975,245
8976,245
8977,243
8978,242
8979,241
8998,248
8999,248
9000,248
9001,248
9002,248
9003,248
9004,247
9005,246
9006,245
9007,244
9008,242
9009,241
9010,241
9011,240
9012,240
9013,241
9014,240
9015,241
9016,241
9017,241
9018,240
9019,239
9020,239
9021,238
9023,237
9024,237
9026,237
9027,238
9028,239
9029,238
9030,238
9031,238
9032,237
9033,237
9034,236
9035,236
9036,235
9037,236
9038,235
9039,236
9040,236
9041,235
9042,235
9043,233
9044,231
9045,230
9046,230
9047,229
9048,228
9049,226
9050,226
9051,224
9052,223
9053,223
9054,223
9055,222
9056,222
9057,222
9058,221
9059,221
9060,221
9061,220
9062,219
9063,218
9064,218
9065,217
9066,219
9067,220
9068,221
9070,258
9071,258
9072,257
9073,259
9074,260
9075,260
9076,261
9077,261
9078,261
9079,261
9080,261
9081,261
9082,260
9083,261
9084,260
9085,261
9086,261
9087,261
9088,262
9089,264
9090,264
9091,266
9092,266
9093,267
9094,267
9095,268
9110,269
9111,270
9112,270
9113,270
9114,271
9115,271
9116,271
9117,271
9118,270
9119,270
9120,270
9121,270
9122,269
9123,269
9124,269
9125,269
9126,269
9127,269
9128,269
9129,268
9130,269
9131,269
9132,269
9133,269
9134,269
9135,269
9136,269
9137,269
9138,270
9139,270
9140,270
9141,270
9142,270
9143,270
9144,270
9145,270
9146,270
9147,269
9148,269
9149,268
9150,268
9151,268
9152,268
9153,268
9154,268
9155,268
9156,268
9157,269
9158,269
9159,269
9160,270
9161,270
9162,270
9163,270
9164,270
9165,270
9166,270
9167,270
9168,270
9169,270
9170,270
9171,269
9172,269
9173,268
9174,268
9175,268
9176,269
9177,269
9178,269
9179,269
9180,269
9181,270
9182,270
9183,270
9184,270
9185,270
9186,271
9187,271
9188,271
9189,271
9190,271
9191,271
9192,271
9193,271
9194,271
9195,271
9196,271
9197,271
9198,271
9199,270
9200,270
9201,270
9202,269
9203,269
9204,269
9205,269
9206,269
9207,269
9208,269
9209,269
9210,270
9211,270
9212,271
9213,272
9214,273
9215,274
9216,274
9217,275
9218,275
9219,274
9220,273
9221,272
9278,259
9279,260
9280,263
9281,263
9282,259
9283,259
9284,256
9285,254
9286,252
9287,251
9288,249
9289,248
9290,247
9291,245
9292,244
9293,243
9294,242
9295,241
9296,241
9297,240
9298,239
9299,239
9300,238
9301,238
9302,238
9303,237
9304,236
9305,235
9306,233
9307,232
9308,230
9341,259
9342,260
9343,261
9344,261
9345,261
9346,261
9347,262
9348,264
9349,264
9350,265
9382,257
9383,255
9384,254
9385,254
9386,253
9396,260
9397,262
9398,262
9399,261
9400,266
9401,266
9402,266
9403,267
9404,267
9405,266
9406,266
9407,265
9408,265
9409,265
9410,264
9411,265
9412,265
9413,267
9414,268
9415,268
9416,269
9417,269
9418,269
9419,270
9420,270
9421,270
9422,270
9423,270
9475,273
9476,274
9477,273
9478,273
9479,273
9480,273
9483,271
9484,271
9485,270
9486,270
9487,270
9488,270
9489,270
9490,270
9491,270
9492,270
9493,270
9494,270
9495,269
9496,269
9497,269
9498,269
9499,269
9500,269
9501,269
9502,269
9503,269
9504,269
9505,269
9506,269
9507,269
9508,269
9509,269
9510,268
9511,268
9512,268
9520,264
9521,263
9530,240
9531,240
9532,239
9533,240
9534,240
9535,241
9536,242
9537,243
9538,244
9539,244
9540,244
9541,244
9542,244
9543,244
9544,244
9545,244
9546,244
9547,244
9548,243
9549,243
9550,242
9551,242
9552,241
9553,241
9554,241
9555,241
9556,240
9557,240
9558,240
9559,240
9560,239
9561,239
9562,239
9563,239
9564,239
9565,238
9566,238
9567,238
9568,238
9569,238
9570,237
9571,238
9572,238
9573,239
9574,239
9575,240
9576,240
9577,240
9578,240
9579,240
9580,240
9581,239
9582,238
9583,235
9584,234
9585,233
9586,236
9587,229
9588,227
9589,225
9590,225
9595,231
9596,231
9597,232
9598,232
9599,233
9600,234
9601,235
9602,235
9603,238
9604,239
9605,243
9606,244
9607,245
9608,246
9609,247
9610,248
9611,249
9612,250
9613,258
9614,260
9615,262
9616,263
9617,264
9618,265
9619,267
9620,267
9621,269
9622,270
9623,271
9624,271
9625,271
9634,271
9637,270
9638,270
9639,270
9640,269
9641,269
9642,268
9643,268
9644,268
9645,268
9646,268
9647,268
9648,268
9649,269
9650,269
9651,269
9652,269
9653,269
9654,269
9655,268
9656,268
9657,267
9658,267
9659,266
9660,266
9661,265
9662,265
9663,264
9664,263
9665,261
9666,259
9667,258
9679,244
9680,244
9681,244
9682,243
9683,242
9684,242
9685,241
9686,240
9687,240
9688,239
9689,239
9690,238
9691,238
9692,238
9693,238
9694,238
9695,238
9696,238
9697,238
9698,238
9699,238
9700,239
9701,239
9702,239
9703,239
9704,239
9705,239
9706,239
9707,239
9708,239
9709,239
9710,239
9711,239
9712,239
9713,239
9714,239
9715,239
9716,239
9717,239
9718,239
9719,239
9720,239
9721,239
9722,239
9723,239
9724,238
9725,238
9726,238
9727,238
9728,238
9729,238
9730,238
9731,238
9732,239
9733,239
9734,239
9735,239
9736,239
9737,239
9738,239
9739,240
9740,242
9741,242
9742,242
9743,244
9744,247
9746,258
9747,258
9748,259
9749,260
9750,260
9751,260
9752,260
9753,260
9754,260
9755,260
9756,260
9757,261
9770,271
9771,271
9772,271
9773,271
9774,270
9775,270
9776,270
9796,271
9797,270
9798,270
9799,270
9800,270
9801,270
9802,270
9803,270
9810,269
9811,269
9812,269
9860,270
9861,270
9862,270
9863,270
9864,270
9865,270
9866,270
9867,270
9868,270
9869,270
9870,271
9871,271
9872,271
9873,272
9874,272
9875,271
9876,272
9901,269
9902,269
9903,269
9904,269
9905,269
9906,269
9907,270
9908,270
9919,270
9920,270
9921,269
9922,269
9923,269
9924,269
9925,269
9926,269
9927,269
9928,269
9929,268
9930,268
9931,266
9932,267
9933,266
9934,263
9935,263
9936,262
9937,262
9938,263
9939,265
9940,265
9941,265
9942,264
9943,264
9944,263
9945,262
10016,282
10017,281
10018,280
10019,279
10020,275
10021,274
10022,273
10023,271
10032,270
10033,270
10034,270
10035,270
10036,270
10037,270
10038,269
10039,270
10040,271
10041,272
10042,273
10043,273
10044,273
10045,273
10046,273
10047,272
10048,271
10049,270
10051,268
10052,267
10053,267
10054,267
10055,268
10056,268
10057,268
10058,269
10059,269
10060,270
10061,271
10062,272
10063,271
10064,270
10065,271
10072,264
10078,369
10079,369
10080,370
10081,369
10082,369
10083,369
10084,369
10085,368
10086,368
10087,367
10088,366
10089,365
10090,365
10091,364
10092,364
10093,364
10094,364
10095,363
10096,363
10097,363
10098,363
10099,363
10100,361
10101,360
10102,359
10110,362
10111,362
10112,362
10113,363
10114,362
10115,362
10116,363
10117,362
10128,358
10160,279
10161,277
10162,276
10163,276
10164,275
10165,274
10166,274
10167,275
10168,275
10169,275
10170,276
10171,276
10172,276
10173,276
10174,276
10175,276
10176,276
10189,274
10191,272
10192,272
10193,270
10194,269
10195,270
10196,272
10233,271
10234,271
10235,271
10236,271
10237,271
10238,272
10239,272
10240,272
10241,272
10242,272
10259,269
10260,269
10261,269
10262,269
10274,267
10275,267
10276,267
10277,268
10278,268
10279,268
10289,268
10290,268
10294,268
10366,374
10367,374
10368,372
10369,371
10370,370
10371,368
10372,367
10373,366
10374,365
10375,365
10376,363
10377,361
10378,360
10379,359
10380,358
10381,358
10382,360
10383,360
10384,360
10385,360
10386,361
10387,362
10388,361
10389,362
10390,362
10391,362
10392,362
10393,363
10417,230
10418,231
10419,231
10420,232
10421,232
10422,232
10423,232
10424,232
10425,232
10426,232
10427,232
10428,232
10429,232
10430,232
10431,233
10432,234
10433,235
10434,236
10435,237
10436,239
10437,240
10438,245
10439,250
10440,253
10441,260
10442,263
10443,265
10444,266
10445,267
10446,268
10447,268
10448,269
10449,270
10450,270
10451,271
10452,272
10453,272
10454,272
10455,272
10456,272
10457,272
10458,272
10459,271
10460,271
10461,271
10462,270
10463,269
10464,268
10465,268
10466,268
10467,268
10468,269
10469,269
10470,270
10471,271
10472,271
10500,465
10509,466
10518,466
10519,466
10520,465
10521,465
10522,464
10523,463
10524,463
10525,462
10526,462
10527,461
10528,461
10529,460
10530,459
10531,459
10532,459
10533,459
10534,459
10535,458
10536,458
10537,458
10538,458
10539,459
10540,459
10541,459
10542,459
10543,458
10544,458
10545,459
10546,459
10547,459
10548,459
10549,459
10550,459
10551,459
10552,460
10553,459
10554,459
10556,462
10557,463
10558,463
10559,461
10560,462
10561,463
10562,463
10563,463
10564,464
10565,464
10566,463
10567,463
10568,463
10569,462
10570,462
10576,460
10581,461
10583,459
10584,461
10617,457
10618,456
10619,456
10620,456
10621,457
10622,457
10822,351
10824,352
10825,353
10850,361
10851,361
10852,360
10853,360
10854,360
10855,360
10856,360
10857,360
10858,359
10859,360
10860,360
10861,359
10871,360
10872,360
10873,360
10874,360
10875,360
10876,360
10877,360
10878,360
10879,359
10880,359
10881,360
10882,359
10883,359
10884,359
10885,359
10886,359
10887,359
10888,359
10889,359
10890,359
10891,359
10892,359
10893,358
10894,358
10895,358
10896,358
10897,358
10898,358
10899,358
10900,357
10901,357
10902,357
10903,357
10904,357
10905,358
10906,358
10907,358
10908,358
10909,358
10910,359
10911,359
10912,359
10913,358
10914,359
10915,359
10916,360
10917,359
10918,359
10931,361
10932,361
10933,360
10934,360
10935,360
10936,360
10937,360
10938,360
10939,360
10940,360
10941,360
10942,360
10943,360
10944,360
10945,360
10946,360
10947,360
10948,359
10949,359
10950,359
10951,359
10952,359
10953,360
10954,360
10955,360
10956,360
10957,360
10958,360
10959,359
10960,358
10961,359
10962,359
10963,359
10964,357
10965,358
10966,358
10967,358
10968,359
10969,359
10970,359
10971,359
10972,359
10973,358
10974,359
10975,359
10976,359
10977,359
10978,358
10979,358
10980,359
10981,358
10982,359
10983,360
10984,359
10985,357
10986,357
10987,359
10988,359
10989,360
10990,360
10991,360
10992,360
10993,360
10994,360
10995,360
10996,360
10997,360
10998,360
10999,360
11000,361
11001,361
11002,361
11003,361
11004,361
11005,361
11006,361
11007,362
11008,362
11009,362
11010,362
11011,362
11012,361
11013,361
11014,361
11015,361
11016,361
11017,360
11018,360
11019,360
11032,383
11049,390
11050,391
11051,392
11052,392
11053,393
11054,393
11055,393
11056,393
11057,392
11058,392
11059,391
11060,391
11061,390
11106,387
11107,387
11108,386
11109,387
11110,387
11111,388
11112,388
11113,389
11114,389
11115,389
11116,389
11117,389
11118,389
11119,389
11120,389
11121,389
11122,389
11123,389
11124,389
11125,388
11126,388
11127,387
11128,386
11129,386
11130,386
11131,385
11132,385
11133,383
11134,384
11135,384
11143,387
11144,387
11145,387
11171,363
11172,364
11173,365
11174,365
11177,368
11249,393
11250,393
11251,393
11252,392
11253,392
11254,392
11255,392
11256,393
11257,393
11258,393
11259,394
11302,389
11304,389
11305,389
11306,390
11307,391
11308,391
11309,391
11310,391
11311,391
11312,391
11313,391
11314,391
11315,391
11316,391
11317,390
11318,390
11319,390
11320,389
11321,389
11322,389
11323,389
11324,389
11325,389
11326,389
11327,389
11328,389
11329,389
11330,389
11331,390
11332,390
11333,390
11334,390
11335,390
11336,390
11337,390
11355,389
11356,389
11357,389
11358,389
11376,391
11377,391
11378,391
11379,391
11380,391
11381,391
11382,391
11383,391
11384,391
11385,390
11386,391
11387,391
11394,383
11395,385
11396,388
11397,388
11398,390
11399,390
11400,391
11401,391
11402,391
11403,391
11404,392
11405,392
11451,388
11452,388
11453,386
11454,450
11455,449
11456,448
11457,448
11458,447
11459,446
11460,446
11461,442
11478,357
11479,357
11480,357
11488,358
11489,358
11490,359
11491,360
11492,360
11493,361
11494,361
11518,269
11519,270
11520,270
11521,271
11522,271
11523,271
11524,271
11525,271
11526,271
11527,271
11533,270
11534,270
11535,270
11536,270
11586,272
11587,272
11588,272
11589,272
11590,273
11591,273
11594,272
11595,272
11596,271
11597,271
11598,271
11599,270
11600,270
11601,270
11602,270
11603,270
11604,271
11605,271
11606,271
11607,270
11608,270
11609,270
11610,270
11611,270
11612,269
11613,269
11614,269
11615,268
11616,268
11617,268
11618,267
11619,267
11620,266
11621,264
11622,261
11647,269
11648,270
11649,270
11650,271
11651,272
11652,272
11653,272
11654,272
11655,272
11656,272
11657,273
11658,273
11659,272
11660,272
11661,271
11662,270
11663,270
11664,269
11665,269
11666,269
11667,268
11668,268
11669,269
11670,269
11671,270
11672,270
11673,271
11674,270
11675,270
11676,270
11677,270
11678,270
11679,269
11680,268
11681,269
11682,268
11683,268
11684,267
11685,266
11686,266
11687,265
11688,264
11729,361
11740,353
11741,352
11742,351
11743,351
11744,350
11745,351
11746,350
11790,343
11791,344
11792,344
11793,344
11794,345
11795,345
11797,262
11798,262
11799,264
11800,266
11801,268
11802,269
11803,268
11804,268
11805,268
11806,268
11807,267
11808,267
11809,267
11810,266
11811,266
11812,266
11813,266
11814,266
11815,266
11816,267
11817,268
11818,268
11819,268
11820,269
11821,269
11822,270
11823,270
11824,270
11825,270
11826,270
11827,270
11828,269
11829,269
11830,268
11831,268
11832,266
11833,266
11834,264
11835,264
11836,263
11837,262
11838,261
11839,261
11840,261
11841,260
11842,260
11845,248
11853,242
11854,241
11855,238
11856,237
11857,235
11858,235
11859,234
11860,234
11872,237
11873,237
11874,236
11875,235
11876,235
11877,234
11878,234
11879,234
11880,234
11881,234
11882,233
11883,233
11884,234
11885,234
11886,234
11887,234
11888,235
11889,235
11890,235
11891,236
11892,236
11893,237
11894,237
11895,237
11896,238
11897,238
11898,239
11899,239
11900,239
11901,239
11902,239
11903,240
11904,240
11905,240
11906,240
11907,240
11908,240
11909,240
11910,241
11911,241
11912,241
11913,241
11914,241
11915,240
11916,239
11922,248
11923,249
11924,251
11925,253
11929,258
11930,258
11931,258
11932,260
11933,260
11934,261
11935,262
11936,263
11937,263
11938,264
11939,264
11940,264
11941,265
11942,265
11999,270
12000,270
12001,270
12002,270
12003,270
12004,270
12005,270
12006,270
12007,270
12008,270
12009,270
12049,269
12050,269
12051,269
12052,269
12053,269
12054,269
12055,269
12056,270
12057,270
12058,270
12059,270
12060,270
12061,270
12062,270
12063,270
12064,270
12065,270
12066,270
12067,270
12068,270
12069,270
12070,270
12071,270
12072,270
12073,270
12074,270
12075,270
12076,270
12077,270
12078,270
12096,272
12097,272
12098,271
12099,271
12100,271
12101,271
12102,271
12103,271
12104,271
12105,271
12106,271
12107,271
12108,270
12109,270
12110,269
12111,268
12112,267
12113,266
12114,266
12115,265
12116,264
12117,264
12118,264
12119,263
12120,263
12121,263
12122,264
12123,264
12201,271
12209,279
12210,278
12211,278
12212,278
12213,277
12214,276
12215,274
12216,274
12217,273
12218,273
12219,272
12220,272
12221,270
12222,268
12223,267
12224,267
12225,266
12226,266
12227,266
12228,267
12229,267
12230,267
12231,267
12232,267
12233,266
12234,265
12235,265
12236,265
12237,266
12238,266
12239,267
12240,267
12241,267
12242,266
12243,266
12244,266
12245,265
12246,265
12247,265
12248,265
12249,266
12250,266
12251,266
12252,265
12253,264
12254,263
12255,262
12256,260
12257,258
12258,255
12259,251
12260,250
12261,248
12262,245
12263,243
12264,242
12265,242
12266,241
12267,241
12268,241
12269,241
12270,241
12271,240
12272,240
12273,239
12274,238
12275,238
12276,238
12277,237
12278,238
12279,238
12280,238
12281,238
12282,238
12284,238
12285,238
12286,238
12287,238
12288,238
12289,238
12290,238
12291,238
12292,238
12293,238
12294,238
12295,239
12296,239
12297,239
12298,239
12299,238
12300,238
12301,237
12302,237
12333,273
12334,273
12335,274
12336,274
12337,274
12338,274
12339,274
12340,274
12341,274
12342,273
12343,271
12344,270
12345,269
12346,270
12347,271
12349,270
12350,270
12351,270
12371,269
12372,269
12373,270
12374,270
12375,270
12376,269
12377,270
12378,270
12379,270
12380,270
12381,270
12382,269
12383,270
12384,270
12387,270
12388,271
12389,271
12390,271
12391,271
12392,271
12393,271
12394,271
12395,271
12396,271
12397,271
12398,271
12399,271
12400,271
12401,271
12402,271
12403,271
12404,271
12405,271
12406,271
12407,271
12408,271
12409,271
12410,271
12411,271
12412,272
12413,271
12414,272
12415,272
12416,271
12417,271
12418,271
12419,271
12420,270
12421,270
12422,270
12423,270
12424,270
12425,270
12426,270
12427,270
12428,270
12429,270
12430,270
12431,270
12432,269
12433,269
12434,269
12435,269
12436,269
12437,270
12438,270
12439,270
12440,270
12441,271
12442,271
12443,271
12444,271
12445,271
12446,271
12447,271
12448,271
12449,270
12450,270
12451,270
12452,270
12453,270
12454,270
12455,270
12456,270
12457,270
12458,271
12459,271
12460,271
12461,271
12462,271
12463,271
12464,271
12477,271
12478,271
12479,271
12480,271
12481,271
12482,270
12483,270
12484,270
12485,270
12486,271
12487,272
12492,272
12493,271
12494,270
12495,270
12496,271
12497,271
12498,272
12499,271
12500,272
12534,268
12535,268
12539,267
12540,247
12541,239
12542,238
12543,238
12544,238
12545,239
12546,239
12547,240
12548,240
12555,246
12556,244
12558,243
12559,244
12560,244
12561,242
12562,242
12563,243
12564,242
12565,243
12566,242
12567,242
12568,243
12569,241
12570,240
12571,238
12572,238
12573,237
12574,237
12575,237
12576,236
12577,236
12578,237
12580,240
12582,241
12583,241
12584,241
12585,241
12586,241
12587,240
12588,240
12589,239
12590,240
12591,240
12592,241
12593,242
12594,244
12595,245
12596,248
12597,249
12598,250
12599,252
12600,252
12601,253
12602,253
12603,254
12604,254
12606,256
12620,270
12621,271
12622,271
12623,272
12624,272
12625,272
12626,272
12627,273
12628,273
12629,273
12630,272
12631,272
12632,272
12633,271
12634,270
12635,269
12636,267
12677,274
12678,276
12679,275
12680,275
12681,275
12682,275
12691,270
12692,269
12693,269
12694,269
12695,270
12696,270
12697,270
12698,269
12699,269
12700,269
12701,269
12702,269
12703,269
12710,269
12711,269
12712,269
12713,270
12714,270
12715,270
12716,270
12717,270
12718,270
12719,270
12720,270
12721,270
12722,270
12723,270
12740,274
12750,269
12751,269
12752,269
12753,269
12754,269
12755,269
12759,268
12760,268
12765,268
12766,268
12767,268
12768,267
12769,267
12770,267
12771,267
12772,267
12773,267
12774,267
12775,268
12776,268
12777,268
12778,268
12779,268
12780,268
12781,268
12782,268
12783,268
12784,268
12785,269
12793,269
12794,269
12795,269
12796,269
12797,269
12798,270
12800,272
12801,272
12802,271
12803,271
12804,271
12805,271
12806,271
12807,271
12808,271
12809,272
12810,273
12811,272
12812,272
12813,273
12814,273
12815,273
12816,272
12817,272
12818,272
12819,272
12820,272
12821,272
12822,271
12823,272
12824,271
12825,271
12826,271
12827,271
12828,271
12829,271
12830,271
12831,271
12832,271
12833,271
12834,271
12835,271
12836,271
12837,270
12838,270
12839,270
12840,270
12841,270
12842,270
12848,271
12849,270
12850,270
12851,270
12852,270
12853,270
12854,268
12855,268
12856,269
12857,268
12858,268
12859,269
12866,270
12867,270
12868,271
12869,272
12870,273
12871,274
12872,274
12873,274
12874,275
12875,275
12876,275
12877,275
12878,275
12879,276
12880,275
12881,275
12882,275
12883,275
12884,274
12885,274
12886,273
12887,272
12888,272
12889,272
12890,271
12891,272
12892,272
12893,272
12894,272
12895,272
12896,272
12897,272
12898,272
12899,272
12900,272
12901,272
12902,272
12903,272
12904,272
12905,272
12906,272
12907,272
12908,272
12909,272
12910,271
12911,271
12912,271
12913,271
12914,271
12915,270
12916,270
12917,269
12918,269
12919,268
12920,269
12921,269
12922,269
12923,270
12924,270
12925,270
12926,270
12927,270
12928,271
12929,271
12930,271
12931,271
12932,271
12933,271
12934,271
12935,270
12936,271
12937,271
12938,270
12939,270
12940,270
12941,270
12942,270
12943,270
12944,270
12945,270
12946,270
12947,269
12948,269
12949,269
12950,269
12951,269
12952,268
12953,268
12954,268
12955,268
12956,268
12957,268
12958,267
12959,267
12960,267
12961,267
12962,268
12963,268
12964,268
12965,268
12966,268
12967,268
12968,268
12969,269
12970,269
12971,269
12972,269
12973,269
12974,269
12975,268
12976,268
12977,267
12978,267
12979,268
12980,267
12981,267
12982,267
12983,267
12984,268
12985,268
12986,268
12987,268
12988,267
12989,268
12990,267
13004,246
13005,244
13006,243
13007,243
13008,242
13009,241
13010,241
13011,240
13012,239
13013,239
13014,239
13015,238
13016,238
13017,238
13018,238
13019,237
13020,237
13021,238
13022,237
13023,237
13024,237
13025,237
13027,239
13039,238
13045,240
13046,240
13048,241
13049,241
13091,239
13095,239
13096,239
13097,239
13098,240
13099,239
13100,238
13101,237
13102,236
13106,237
13107,238
13109,239
13126,241
13127,241
13128,241
13129,241
13130,241
13131,241
13132,241
13133,241
13134,240
13135,241
13136,241
13137,241
13138,241
13139,241
13140,241
13141,240
13142,240
13143,240
13144,240
13145,239
13146,239
13147,239
13148,240
13149,239
13150,239
13151,240
13152,240
13153,239
13154,238
13155,238
13156,237
13157,237
13158,238
13159,238
13160,237
13161,237
13162,237
13163,237
13164,237
13165,237
13166,238
13167,237
13168,238
13169,239
13170,239
13171,240
13172,240
13173,241
13174,241
13175,241
13176,241
13177,240
13178,240
13179,240
13180,239
13181,239
13182,239
13183,238
13184,237
13185,236
13186,235
13187,234
13188,232
13189,232
13190,230
13191,227
13192,226
13193,225
13194,224
13195,223
13226,271
13227,268
13228,268
13229,267
13230,270
13231,270
13232,270
13233,258
13234,258
13235,258
13236,259
13237,258
13238,258
13239,257
13240,257
13241,257
13242,257
13243,257
13244,258
13245,258
13246,258
13247,258
13248,259
13249,259
13250,259
13251,259
13252,259
13253,259
13254,260
13255,260
13256,260
13257,260
13258,259
13259,260
13260,259
13261,259
13262,259
13263,259
13264,259
13265,259
13266,260
13267,260
13268,260
13269,260
13270,260
13271,260
13272,260
13273,260
13274,260
13275,261
13276,260
13277,260
13278,260
13279,260
13280,260
13281,260
13282,260
13283,260
13284,260
13285,260
13286,260
13287,260
13288,260
13289,260
13290,259
13291,259
13292,259
13293,259
13294,259
13295,259
13296,259
13297,259
13298,260
13299,259
13300,259
13301,259
13302,260
13303,260
13304,260
13305,260
13306,260
13307,260
13308,260
13309,260
13310,259
13311,259
13312,259
13313,259
13314,259
13315,259
13316,259
13317,259
13318,259
13319,258
13320,258
13321,258
13322,258
13323,257
13324,257
13325,256
13326,256
13327,256
13328,256
13329,255
13330,255
13331,255
13332,255
13333,255
13334,256
13335,258
13336,258
13337,259
13338,260
13339,261
13340,261
13341,262
13342,262
13343,263
13344,263
13345,263
13346,264
13347,264
13348,266
13349,266
13350,267
13351,268
13352,268
13353,268
13354,269
13355,270
13356,271
13357,272
13358,272
13359,274
13360,274
13361,274
13362,273
13363,272
13364,272
13365,272
13366,272
13367,272
13368,272
13369,272
13370,272
13371,272
13372,271
13373,271
13374,271
13375,271
13376,270
13377,270
13378,270
13379,270
13380,270
13381,269
13382,269
13383,269
13384,269
13385,269
13386,269
13387,269
13388,268
13389,268
13390,268
13391,268
13392,268
13393,268
13394,268
13395,268
13396,268
13397,268
13398,268
13399,268
13400,268
13401,268
13402,268
13403,268
13404,268
13405,268
13406,268
13407,268
13408,268
13409,268
13410,268
13411,268
13412,269
13413,269
13414,269
13415,270
13416,270
13417,270
13418,271
13419,271
13420,270
13421,270
13422,269
13423,268
13424,268
13425,267
13426,267
13427,267
13428,268
13429,267
13430,269
13431,270
13432,270
13433,271
13434,271
13435,271
13436,271
13437,270
13438,269
13439,268
13440,267
13441,266
13442,266
13472,239
13473,240
13474,240
13475,241
13476,243
13477,245
13478,248
13479,251
13480,256
13481,260
13482,265
13483,270
13484,271
13485,274
13486,275
13487,277
13488,279
13489,281
13490,282
13491,283
13492,285
13493,286
13494,288
13495,289
13496,290
13497,290
13498,291
13499,291
13500,291
13501,290
13502,290
13503,290
13504,291
13505,291
13506,291
13507,292
13508,291
13509,291
13510,291
13511,291
13512,290
13513,290
13514,289
13515,290
13516,290
13517,290
13518,290
13519,290
13520,290
13521,290
13522,289
13523,289
13524,289
13525,289
13526,289
13527,289
13528,289
13529,289
13530,289
13531,290
13532,290
13533,290
13534,290
13535,290
13536,290
13537,290
13538,290
13539,290
13540,290
13541,290
13542,291
13543,291
13544,291
13545,291
13546,292
13547,292
13548,292
13549,292
13550,292
13551,292
13552,291
13553,291
13554,291
13555,291
13556,291
13557,291
13558,291
13559,291
13560,290
13561,290
13562,290
13563,289
13564,290
13565,290
13566,290
13567,290
13568,290
13569,290
13570,290
13571,290
13572,289
13573,289
13574,290
13575,289
13576,289
13577,288
13578,287
13579,287
13580,285
13581,285
13582,284
13583,284
13584,284
13585,285
13586,285
13587,286
13588,286
13589,287
13590,287
13591,287
13592,288
13593,288
13594,288
13595,288
13596,288
13597,289
13598,289
13599,289
13600,289
13601,289
13602,289
13603,289
13604,289
13605,290
13606,290
13607,290
13608,290
13609,290
13610,290
13611,290
13612,291
13613,291
13614,291
13615,292
13616,292
13617,292
13618,292
13619,292
13620,292
13621,291
13622,291
13623,292
13624,292
13625,292
13626,292
13634,291
13640,293
13641,294
13642,294
13643,294
13644,294
13645,295
13646,294
13647,294
13648,294
13649,294
13650,294
13651,294
13652,294
13654,294
13655,294
13656,294
13657,294
13658,295
13659,296
13660,296
13661,297
13662,298
13663,299
13664,299
13665,300
13666,300
13669,302
13670,302
13671,303
13672,303
13673,303
13674,304
13675,304
13676,305
13677,306
13703,277
13704,277
13705,277
13706,277
13707,276
13708,276
13709,276
13766,317
13767,317
13768,316
13769,316
13770,316
13771,315
13772,314
13773,313
13774,312
13775,311
13776,311
13777,310
13778,308
13780,302
13781,298
13782,296
13783,296
13784,295
13785,295
13786,295
13787,294
13788,294
13789,294
13790,293
13791,293
13792,292
13793,291
13794,290
13795,290
13796,288
13797,288
13798,287
13799,287
13800,287
13801,286
13802,287
13803,287
13804,287
13805,287
13806,288
13807,288
13808,288
13809,288
13810,288
13811,289
13812,289
13813,289
13814,289
13815,289
13816,289
13817,289
13818,289
13819,289
13820,289
13821,289
13822,288
13823,288
13824,288
13825,287
13826,286
13827,287
13828,287
13829,288
13830,288
13833,291
13842,291
